Tweet Coordinates,text,date,id,user,Place Info,location,Geo Enabled,retweet,likes,lang,Source
,"RT @DealBeeDealsUSA: Covid-19 Protection Products!

N95 Masks :- https://t.co/0W6r27e8Iq

Hand Sanitizers :- https://t.co/WZL1Ezd62b

Masks…",2021-05-01 11:03:07,1388448895181606915,DealBeeOfficial,,India,False,2,0,en,Twitter Web App
,"'Bigg Boss 14' winner #RubinaDilaik tests #COVID19 positive, #AlyGoni, #JasminBhasin wish her speedy recovery… https://t.co/VMtQG0ElD7",2021-05-01 11:03:07,1388448894996996096,dna,,India,False,0,0,en,Twitter Web App
,"RT @BSYBJP: To facilitate treatment of Covid-19 patients, 4000 ICU beds will be set up in Bengaluru on a war footing. 500 ICU beds in each…",2021-05-01 11:03:06,1388448893482913795,vpjain1234,,,False,1152,0,en,Twitter for Android
,RT @USAmbNepal: The US is donating an additional $8.5 million to Nepal for #COVID19 relief. We've been a longtime friend of 🇳🇵&amp; Nepalis. As…,2021-05-01 11:03:06,1388448891872288773,Suren_sth,,"Kathmandu, Nepal",False,44,0,en,Twitter for Android
,RT @StateDeptSpox: Taiwan's outstanding control of COVID-19 and its donations of PPE demonstrate its strong contribution to global health.…,2021-05-01 11:03:06,1388448891419250689,KelvinIp9,,,False,614,0,en,Twitter for iPhone
,"RT @hughosmond: ""Eating out in any food outlet or restaurant was not associated with increased odds of becoming a COVID-19 [case] in any of…",2021-05-01 11:03:06,1388448891121569792,Johnfis08605918,,Essex home of the lads,True,306,0,en,Twitter for iPhone
,"RT @MeghUpdates: Reliance Industries becomes India’s largest producer of medical oxygen, provides 1,000 MT of the gas free of cost daily to…",2021-05-01 11:03:06,1388448891054419972,PrasadKarwa,,"Bengaluru, India",True,847,0,en,Twitter for iPhone
,"RT @YearOfTheKraken: Firecrackers were banned citing Covid-19. Imagine, fucking firecrackers were banned claiming that it would lead to spi…",2021-05-01 11:03:06,1388448890827853824,vaibhavg10,,"New Delhi, India",True,11,0,en,Twitter for Android
,RT @Colloidal_: Kenyans need to understand that all these protocols put in place are not meant to make them suffer but be able to contain t…,2021-05-01 11:03:06,1388448889825550336,misscateke,,"Kiambu, Kenya",True,3,0,en,Twitter for Android
,RT @ismunyui: Now that the Head of State has reopened Bars let's drink responsibly observing all COVUD-19 guidelines. It's not an opportuni…,2021-05-01 11:03:06,1388448889414508546,PrettyAmmina,,Kenya,True,5,0,en,Twitter for Android
,"Thanks to COVID-19 misinformation, crimes against Asians increased by 169% from 2020 to 2021 https://t.co/kuwZDbkIcI https://t.co/sZfrQunBL9",2021-05-01 11:03:05,1388448889162801159,Politics_PR,,Minnesota,False,0,0,en,dlvr.it
,"RT @AskAnshul: It's now confirmed that Gangster Mohammad Shahabuddin died due to Covid-19.

People who were celebrating the death of journa…",2021-05-01 11:03:05,1388448888072249350,KumarSingh657,,"New Delhi, India",False,3114,0,en,Twitter for iPhone
,"RT @alfonslopeztena: •India's daily COVID-19 cases reach record 401,993, among 1,38 billion people
•Spain's daily COVID-19 vaccinations rea…",2021-05-01 11:03:05,1388448887308959748,jainanil1968,,"Indiana, USA",True,18,0,en,Twitter for Android
,"RT @chrischirp: THREAD update on variants:

Today PHE released more variant data (&amp; split the B1617 (""Indian"") variant into 3 subtypes).

B…",2021-05-01 11:03:05,1388448886776373251,hannahbeeblogs,,"Manchester, England",False,317,0,en,Twitter for iPhone
,All bars and eateries to be reopened and to operate from 4am up to 7pm with strict adherence to covid-19 protocols… https://t.co/vQCV0TVrdm,2021-05-01 11:03:05,1388448886004539397,Dj_Nonsense254,,Kwetu,True,0,0,en,Twitter for Android
,"RT @JHSPH_CHS: The WHO reported 150 million cumulative COVID-19 cases today.

1 case to 25 million- 240 days
25 to 50 million- 69 days
50 t…",2021-05-01 11:03:05,1388448885652148225,OndariMogeni,,"Kenya, S.Korea, Asia n Africa",True,57,0,en,Twitter for iPhone
,RT @ImranKhanPTI: I want to express our solidarity with the people of India as they battle a dangerous wave of COVID-19. Our prayers for a…,2021-05-01 11:03:04,1388448884570132483,ZunairChaudhar4,,"Punjab, Pakistan",True,11602,0,en,Twitter for Android
,RT @conspiracyguy77: If you thought COVID-19 was bad...watch this! https://t.co/PKFi1IyDEP,2021-05-01 11:03:04,1388448884238790659,Traceyashley,,"Stoke-on-Trent, England",False,208,0,en,Twitter for iPhone
,"RT @Shaw_Kunal7: Guys in this COVID - 19 situation ma low cost oxygen generator invention kar ka bohut achha kya.
Thank you. 
#ProjectVayup…",2021-05-01 11:03:04,1388448883307532295,ArvindAnnaForce,,,False,2,0,en,Twitter for Android
,"RT @NBCLatino: Covid-19 has hit racial and ethnic groups harder, but the U.S. has made little progress in collecting Covid-19 vaccination d…",2021-05-01 11:03:04,1388448883164987393,bymarsam,,,False,4,0,en,Twitter for Android
,"RT @seemay: Elected leadership must be held to account for mishandling the pandemic. At the very least, covid-19 might be classified as “so…",2021-05-01 11:03:04,1388448881831079936,HesperusThinks,,,False,73,0,en,Twitter for Android
,"RT @DelhiTimesTweet: #Exclusive: @RubiDilaik reacts to testing #COVID positive: ""Abhinav is coming back from #Punjab for me. He is on fligh…",2021-05-01 11:03:04,1388448881143259144,anshika_singh__,,India,False,49,0,en,Twitter for iPhone
,RT @supernoona_TM: Editing pictures while waiting for my COVID 19 test result... (╯▅╰) https://t.co/LE6YCKYcUu,2021-05-01 11:03:03,1388448879591378944,KaoruJinki,,SHINee World,False,114,0,en,Twitter for iPhone
,"He is lion of Bihar..May Allah swt forgive him and reward him jannah for his sacrifices...Ameen

#Shahabuddin… https://t.co/ZhQfiLAb3P",2021-05-01 11:03:03,1388448878895112195,teamxecutor,,Sultanate ,False,0,0,en,Twitter Web App
,"Covid-19: No inoculation for 18+ in tricity today due to ‘non availability’ of vaccine

https://t.co/1mZNU31mCE… https://t.co/5xaZz65SSb",2021-05-01 11:03:03,1388448877964001280,TrueScoopNews,,"Jalandhar, India",False,0,0,en,Twitter Web App
,"RT @MeghUpdates: Reliance Industries becomes India’s largest producer of medical oxygen, provides 1,000 MT of the gas free of cost daily to…",2021-05-01 11:03:03,1388448877234122753,Jayanthyd1979,,,True,847,0,en,Twitter for Android
,"RT @ashutosh83B: Manmohan Singh was condemned for policy paralysis, now no one can fault Modi govt as there is no policy to deal with COVID…",2021-05-01 11:03:03,1388448877083168768,JusticeNIndia,,Planet  Earth,True,1102,0,en,Twitter for Android
,"RT @Just4MG: Ask part of #MGCornersGivesBack,  not only in Thailand that we should extend our help but also to help PH Community to fight a…",2021-05-01 11:03:02,1388448876714102785,JessieMG1259,,Find me in my p/a  if urgent,False,7,0,en,Twitter for iPhone
,"RT @CovidPlasmaIn: Urgent need for #covid-19 recovered #plasma
#Noida

Patient: Shyam Sunder Dogra
Blood group: A Positive
Hospital: SRS Mu…",2021-05-01 11:03:02,1388448876156227588,cv148,,Kerala,True,1,0,en,Twitter Web App
,"RT @CNN: ""As the United States and the world continue to struggle in the second year of the Covid-19 pandemic, one truth has emerged -- it…",2021-05-01 11:03:02,1388448875766185986,jatinn_19,,delhi,False,21,0,en,Twitter Web App
,RT @PTI_News: Hospitals should learn from their experiences regarding oxygen scarcity during COVID-19 pandemic &amp; put in place oxygen plants…,2021-05-01 11:03:02,1388448874872721410,Rajesharma1830,, JAMUI & Gurugram  ,True,27,0,en,Twitter for Android
,"RT @bollybubble: Rubina Dilaik tests COVID 19 positive, says, ‘home quarantined for 17 days’

#RubinaDilaik #Covid19 #BollywoodBubble @Rubi…",2021-05-01 11:03:02,1388448872800817152,BhartiLavina,,"Mumbai, India",False,16,0,en,Twitter for Android
,RT @CBCNL: Newfoundland and Labrador reported eight new cases of COVID-19 on Friday — making it the highest number of new cases since Feb.…,2021-05-01 11:03:01,1388448871676850181,MartinJonesCBC,,Newfoundland and Labrador,True,3,0,en,Twitter for iPhone
,"RT @ethicalsid: #BigBreaking 

M. Vidyasagar, Head of National Covid-19 Supermodel Committee said:

▪️His committee informed Modi govt abou…",2021-05-01 11:03:01,1388448869265002500,GDhirasariya,,,False,28,0,en,Twitter for Android
,RT @PTI_News: Eight COVID-19 patients die due to oxygen shortage at Batra Hospital in Delhi: Official,2021-05-01 11:03:00,1388448868229021697,sudhirkumar1003,,"Jaunpur, Uttar Pradesh.",False,1102,0,en,Twitter Web App
,"RT @yasinc_ias: Attention, NHM J&amp;K has started free counselling facility fr all those who are dealing with mental trauma and depression aft…",2021-05-01 11:03:00,1388448868069625858,TahirSh94437394,,,False,1,0,en,Twitter for Android
,"The survey, which was backed by the Rockefeller Foundation, paints a bleak picture for those who plan to resist get… https://t.co/GVc4ot8azf",2021-05-01 11:03:00,1388448867868418049,ala_alahed,,Lebanon,True,0,0,en,Twitter Web App
,RT @ARanganathan72: Kannada Superstar Arjun Gowda dons a PPE and becomes an ambulance driver to help patients as Karnataka suffers a second…,2021-05-01 11:03:00,1388448867826368512,wingsofsingh,,,True,2217,0,en,Twitter for Android
,"Dreaded Gangster and Lalu Yadav’s Confidant Mohammad Shahabuddin Succumbs to Covid-19 in Delhi
: https://t.co/wj4T7hMuhf via @eOrganiser",2021-05-01 11:03:00,1388448866576396292,eOrganiser,,New Delhi,False,0,1,en,Twitter Web App
,RT @ItsRubiology: This is so heartbreaking  that our queen @RubiDilaik is tested positive for Covid-19.. I wish her a speedy recovery . Ins…,2021-05-01 11:03:00,1388448865955704832,realsanjayhere,,,False,309,0,en,Twitter for Android
,"@POTUS America isn’t racist, but many of its residents are.
https://t.co/cZVGaHkDSQ Confront structural racism.… https://t.co/lNgTKPNzTp",2021-05-01 11:03:00,1388448865863491588,congosdad,,USA,True,0,0,en,Twitter for iPhone
,RT @OpIndia_com: IIT Professor responds after Economic Times misquoted him to insinuate that the Indian government ignored warning signs of…,2021-05-01 11:02:59,1388448863745298436,jeevitshav,,"Timbuktu, Mali",True,212,0,en,Twitter Web App
,"RT @GlblCtznAfrica: You're invited to #VaxLive! Join Nomzamo Mbatha, and more for a show with big names and an even bigger message: everyon…",2021-05-01 11:02:59,1388448863510581248,ZweleGraphics,,,False,12,0,en,Twitter for Android
,RT @ericnamofficial: thinking of and praying for our brothers and sisters in India ❤️ here’s a link to organizations you can donate to if y…,2021-05-01 11:02:59,1388448863233581060,sajalxbts,,she/ her,True,5343,0,en,Twitter for Android
,"Some facts about doctors in india-

First- we have one doctor on 15k people and if 100 people getting sick by sever… https://t.co/l2TIiqo7Qx",2021-05-01 11:02:59,1388448863128678406,__sarcastic_boy,,"Jaipur, India",True,0,0,en,Twitter for Android
,RT @wholelottaswago: covid 19 really ruin our teenage life,2021-05-01 11:02:59,1388448863078338562,_daanial,,,False,7482,0,en,Twitter for iPhone
,RT @brand_Nitesh: Let us fight Covid-19 with these new low-cost oxygen generators... 🙂🙂  #ProjectVayuputra https://t.co/CK1QVeoqFm,2021-05-01 11:02:59,1388448862327607299,ArvindAnnaForce,,,False,6,0,en,Twitter for Android
,"RT @MoHFW_INDIA: #Unite2FightCorona #LargestVaccineDrive 

As of today, 96.45 lakh doses of COVID-19 vaccine are available in the country.…",2021-05-01 11:02:59,1388448861903998982,ddkpondy,,"Indira Nagar, Puducherry",True,25,0,en,Twitter Web App
,"RT @mikegalsworthy: Led by Donkeys and @hassan_akkad have done it again.

This is an absolutely phenomenal video, exposing how the Govt lef…",2021-05-01 11:02:59,1388448861732196352,cathbaker14,,"Muscat, Oman",True,4024,0,en,Twitter for iPhone
,RT @larryremembertn: Hey guys. You must have heard about the covid situation in India. I'm trying to compile some resources to spread aware…,2021-05-01 11:02:59,1388448861610385411,MARVELWDW,,,False,1,0,en,Twitter for iPhone
,"RT @MySPU: CONGRATULATIONS TO THE CLASS OF 2020

Due to COVID-19, we could not be together. We are proud of your achievement. Please share…",2021-05-01 11:02:59,1388448860503220228,mokaewriter,,"Kimberley, South Africa",False,1,0,en,Twitter Web App
,"RT @PandaAvilash: .@BhubaneswarABVP is Preparing for repairing the damages made by Covid 19 2nd Phase.
With Oxygen Cylinders and Other Serv…",2021-05-01 11:02:58,1388448858837979138,AnshulKush,,,True,23,0,en,Twitter for Android
,"RT @MeghUpdates: Reliance Industries becomes India’s largest producer of medical oxygen, provides 1,000 MT of the gas free of cost daily to…",2021-05-01 11:02:58,1388448858108088326,AbhinavAT_07,,,False,845,0,en,Twitter for Android
,"going on in the corporate world in form of events or seminars.

The Covid-19 situation put me in an awkward situati… https://t.co/tOEuk687U1",2021-05-01 11:02:58,1388448857521020929,SamsonMungathia,,Kenya,False,0,0,en,Twitter for Android
,"RT @DurhamHealthNC: Tomorrow! Stop by Compare Foods (2000 Avondale Drive, Durham, NC 27704) 11:00AM-1:00PM to get a free Pfizer COVID-19 va…",2021-05-01 11:02:58,1388448857214922753,caticind,,"Carrboro, NC on OBSN land",False,25,0,en,Twitter for Android
,RT @OpIndia_com: IIT Professor responds after Economic Times misquoted him to insinuate that the Indian government ignored warning signs of…,2021-05-01 11:02:58,1388448857059577858,sinhapurna13,,,True,212,0,en,Twitter for Android
,"RT @ippatel: Eight COVID-19 patients die due to oxygen shortage at Batra Hospital in Delhi.

HOD of Gastroenterology dept at Batra hosp in…",2021-05-01 11:02:58,1388448856178790401,jhajiten,,"Delhi, India",True,400,0,en,Twitter for Android
,RT @ARanganathan72: Kannada Superstar Arjun Gowda dons a PPE and becomes an ambulance driver to help patients as Karnataka suffers a second…,2021-05-01 11:02:57,1388448854979211272,UjjwalC11527418,,"New Delhi, India",False,2217,0,en,Twitter for Android
,"RT @htdelhi: Delhi CM Arvind Kejriwal urged the Centre with ""folded hands"" to provide Delhi with the required quantity of oxygen after eigh…",2021-05-01 11:02:57,1388448854853386241,MohitKumar10092,,,False,1,0,en,Twitter for Android
,"RT @hawelti: May 1st - International Workers Day - celebrated within confines of COVID-19, at NCEW HQ today under the theme: ""Labour for Gr…",2021-05-01 11:02:57,1388448854614347776,mailadu1,,,False,99,0,en,Twitter for Android
,"RT @AskAnshul: It's now confirmed that Gangster Mohammad Shahabuddin died due to Covid-19.

People who were celebrating the death of journa…",2021-05-01 11:02:57,1388448854484283392,sd1733,,India,True,3115,0,en,Twitter for Android
,"RT @EstherBirungi4: Today the nursing and Midwifery  department  of @MinofHealthUG is doing an outreach  at Kawempe  Youth Centre. 
Cervica…",2021-05-01 11:02:57,1388448854312427520,reaganraymond4,,UGANDA,True,5,0,en,Twitter for Android
,"RT @CNN: ""As the United States and the world continue to struggle in the second year of the Covid-19 pandemic, one truth has emerged -- it…",2021-05-01 11:02:57,1388448853830078464,MyLife4Me79,,"Orlando, FL",False,21,0,en,Twitter for iPhone
,"RT @ainbyoo: Happy  Labour Day to all  workers most especially  the health  workers.   Today, the nursing and Midwifery  department  of @Mi…",2021-05-01 11:02:57,1388448853708484611,gakuwoire_,,"Kampala, Uganda",True,5,0,en,Twitter for iPhone
,"RT @DrEricDing: India 🇮🇳 recorded over 400,000 cases for the first time. Just 3 weeks ago, India only logged 100k a day. Quadrupling in 3 w…",2021-05-01 11:02:57,1388448853578305540,ashu_cool0,,,False,88,0,en,Twitter for Android
,"RT @UNHABITAT: The risk of falling into poverty due to #COVID19 impacts is highest in countries affected by war and conflict, but a new @UN…",2021-05-01 11:02:57,1388448853402308609,marvi_memon,,Pakistan Bhitshah,False,1,0,en,Twitter for iPhone
,RT @DailyCaller: How The US Government Is Making The Rich Richer And The Poor Poorer https://t.co/lsOgY5Eikq,2021-05-01 11:02:57,1388448853125476360,ChristopherOrp1,,"Queens, NY",True,5,0,en,Twitter for Android
,"Now with Covid-19, things looked even more bleaker. All the events I had managed to secure for the year were now go… https://t.co/wzMDBN9xKm",2021-05-01 11:02:57,1388448852924112896,SamsonMungathia,,Kenya,False,0,0,en,Twitter for Android
,"RT @BSYBJP: To facilitate treatment of Covid-19 patients, 4000 ICU beds will be set up in Bengaluru on a war footing. 500 ICU beds in each…",2021-05-01 11:02:57,1388448851770675204,Whyshalleee,,"Mumbai, Rochester",True,1152,0,en,Twitter for iPhone
,"@UrkomischKohler @NelsonforWI He did go to Russia on July 4, 2018.  He was told by the FBI that he was spreading Ru… https://t.co/iyvPqdMvec",2021-05-01 11:02:57,1388448851619717122,susan_j_eaton,,"Marshfield, WI",False,0,0,en,Twitter for Android
,profitable business after covid - 19 end 😂😛 https://t.co/DDQjOcMq3j,2021-05-01 11:02:56,1388448850357092354,9864ae2319514ab,,,True,0,0,en,Twitter for Android
,"Urgent need for #covid-19 recovered #plasma
#Faridabad

Patient: Deepak Gupta
Blood group: O Positive
Hospital: Sar… https://t.co/9qQEeqF5U8",2021-05-01 11:02:56,1388448847718871045,_PranavAggarwal,,Faridabad,True,0,0,en,Twitter for Android
,"RT @PiyushGoyal: The second #OxygenExpress to Faridabad, Haryana has departed from Angul, Odisha for providing Liquid Medical Oxygen (LMO)…",2021-05-01 11:02:56,1388448847479730176,NareshJ32385278,,Universe,True,184,0,en,Twitter for Android
,"RT @DrEricDing: India 🇮🇳 recorded over 400,000 cases for the first time. Just 3 weeks ago, India only logged 100k a day. Quadrupling in 3 w…",2021-05-01 11:02:55,1388448846800248833,shantihp,,"Hyderabad,India",True,88,0,en,Twitter for iPhone
,RT @ManishK73381927: @DrRPNishank @PMOIndia  I am student of class 12th and due to this COVID-19 i am totally stress my sister got suffered…,2021-05-01 11:02:55,1388448845835640835,HabibGa30308157,,,False,65,0,en,Twitter for Android
,When Covid-19 hit our country and everything came to a stand-still following government's guidelines and restrictio… https://t.co/Zj3tYgZ1BY,2021-05-01 11:02:55,1388448845705662468,SamsonMungathia,,Kenya,False,0,0,en,Twitter for Android
,"RT @nick_the_geek78: The UK recorded 42 cases of Covid-19 per 100,000 people over the past two weeks. That's nothing. Why are people still…",2021-05-01 11:02:55,1388448845411983363,lee_masterson,,"Burscough, North West UK",False,219,0,en,Twitter Web App
,"RT @ani_digital: COVID-19: Anand Mahindra rolls out 'Oxygen on Wheels' to tackle oxygen crisis in Maharashtra

Read @ANI Story | https://t.…",2021-05-01 11:02:55,1388448844044673026,Gyanend73789303,,"Mumbai, India",False,7,0,en,Twitter for Android
,RT @wholelottaswago: covid 19 really ruin our teenage life,2021-05-01 11:02:54,1388448842828312579,_Linda_ahmad_,,Islam itu indah .,True,7481,0,en,Twitter for Android
,"RT @IndiaToday: ""Can't say if they contracted Covid-19 because of #electionduty or otherwise,"" argued Additional Solicitor General Aishwary…",2021-05-01 11:02:54,1388448842585190402,Aakash20097672,,,False,5,0,en,Twitter Web App
,RT @narendramodi: Reviewed the COVID-19 situation during the Council of Ministers meeting. Discussed the various steps being undertaken inc…,2021-05-01 11:02:54,1388448842152960002,Arrownith4,,,False,5362,0,en,Twitter for Android
,The Siege of Sarajevo lasted for years -- now the city's battle with Covid-19 is dragging on with no end in sight -… https://t.co/k0rojVHVyp,2021-05-01 11:02:54,1388448840441864193,AlfieConn,,North London (is ours),True,0,0,en,Twitter Web App
,"#Uganda as he @KagutaMuseveni planned the 1994 Rwanda genocide, so re-planning for Uganda genocide is full gear CAL… https://t.co/PoWtERxBXR",2021-05-01 11:02:54,1388448839691128832,BobeFree,,,False,0,0,en,Twitter Web App
,RT @KingshukSen10: Already situation is worst . Taking exam offline can lead serious problem for student some student lost there family due…,2021-05-01 11:02:53,1388448838826881024,Pranita91730350,,,False,62,0,en,Twitter for Android
,"RT @TimesNow: India lashed by 2nd Covid surge. Foreign media attacks PM Modi. 
Lutyens ecosystem amplifies criticism. 
Centre deems coverag…",2021-05-01 11:02:53,1388448837962895364,jatinn_19,,delhi,False,1,0,en,Twitter Web App
,"RT @UntitledHK: 2019 :- The Trailer
2020 :- Covid-19 season 1: The Beginning
2021 :- Covid-19 season 2: The suffering
2022 :- Covid-19 Seas…",2021-05-01 11:02:53,1388448836876656643,UntitledHK,,"Nairobi, Kenya",True,2,0,en,Twitter for Android
,"RT @william98901393: @KenRoth My parents worked at China CDC. The SARS was the same situation ten years ago, because the government covered…",2021-05-01 11:02:53,1388448836360810497,ElyDiiaz25,,,False,3,0,en,Twitter Web App
,"Imp. updates Pakistan

🛬Inbound international flights reduced by 80%
Here's what travellers need to know:… https://t.co/4s0u66V5VP",2021-05-01 11:02:53,1388448835916156932,HealthSamaa,,"Karachi, Pakistan",False,0,0,en,Twitter Web App
,"RT @UnamPillai: ""As early as last November, a parliamentary committee had issued warnings of a second wave and urged the government to stoc…",2021-05-01 11:02:53,1388448835588923393,somakghoshal,,India,False,133,0,en,Twitter Web App
,RT @RadioDabanga: The @FMOH_SUDAN warned of crowded markets and gatherings now that the #COVID19 # pandemic witnesses a significant increas…,2021-05-01 11:02:52,1388448834636894210,F2DaLiw2liD,,Sudan,True,16,0,en,Twitter for iPhone
,"RT @GeneSoc1983: Two days before we reveal our much-awaited surprise!

Change the way you think of mutations as GeneSoc will give you a who…",2021-05-01 11:02:52,1388448834481582082,Bambampired,,,False,4,0,en,Twitter for Android
,"RT @MoHFW_INDIA: #Unite2FightCorona

India registered nearly 3 lakh COVID-19 recoveries in the last 24 hours. Together, we can win the batt…",2021-05-01 11:02:52,1388448834150223879,ddkpondy,,"Indira Nagar, Puducherry",True,96,0,en,Twitter Web App
,"RT @DrEricDing: India 🇮🇳 recorded over 400,000 cases for the first time. Just 3 weeks ago, India only logged 100k a day. Quadrupling in 3 w…",2021-05-01 11:02:52,1388448833764352011,pr1bhat,,,False,89,0,en,Twitter for Android
,There has been a dramatic increase in the number of #COVID19  related insurance claims since last year. According t… https://t.co/Xhss2FtvN8,2021-05-01 11:02:52,1388448833705627650,BimaPeBharosa,,"Mumbai, India",False,0,0,en,Twitter Web App
,RT @cinespeaks1: #NikkiTamboli holds a puja at her residence praying for the well being of her brother’s health #JatinTamboli as he fights…,2021-05-01 11:02:51,1388448830539014147,a_fan_account,,,False,2,0,en,Twitter Web App
,RT @churumuri: “What is unfolding in India is more than a crisis triggered by a pathogen. It is a carnage precipitated by the conduct of it…,2021-05-01 11:02:51,1388448829704347653,reachjs,,Chennai,False,26,0,en,Twitter Web App
,RT @SJVanders: We argue aiming for COVID-19 elimination is the best strategy to take. Countries opting for maximum action to control COVID…,2021-05-01 11:02:51,1388448829591142400,JMoVS,,"Back to Germany, Bavaria",True,30,0,en,Twitterrific for iOS
,"After recovering from COVID-19, Union Minister Jitendra Singh on May 1 said that he has been discharged from Medant… https://t.co/48Su4rSPJh",2021-05-01 11:02:51,1388448829280768002,TheTNNLive,,Jammu And Kashmir,False,0,0,en,Blog2Social APP
,"RT @77Patgarrett: Using advice generally reserved for Americans living in war-torn countries, the U.S. has urged all Americans to leave #In…",2021-05-01 11:02:51,1388448829133840386,UPSOqt59uobLfGx,,,False,1,0,en,Twitter Web App
,"RT @TheEconomist: When the pandemic first hit “India fought a phony war and—by dumb luck—it won. Then suddenly, less than three weeks ago,…",2021-05-01 11:02:51,1388448828156743681,artur_gar,,,False,71,0,en,Twitter for iPhone
,RT @ericnamofficial: thinking of and praying for our brothers and sisters in India ❤️ here’s a link to organizations you can donate to if y…,2021-05-01 11:02:51,1388448826986532864,OkitoOoOo,,木の葉,False,5343,0,en,Twitter for Android
,"RT @MeghUpdates: Reliance Industries becomes India’s largest producer of medical oxygen, provides 1,000 MT of the gas free of cost daily to…",2021-05-01 11:02:51,1388448826927710218,Sm46541076,,,False,847,0,en,Twitter for Android
,@myoosuf2018 Shame on you you are never seen the deaths in Kashmir May Allah Destroy Whole India in Covid-19,2021-05-01 11:02:51,1388448826655191040,AteeqMalik19,,"Hafizabad, Pakistan",False,0,0,en,Twitter for Android
,"RT @MeghUpdates: Reliance Industries becomes India’s largest producer of medical oxygen, provides 1,000 MT of the gas free of cost daily to…",2021-05-01 11:02:50,1388448825489059841,Cyber_punk_____,,India,False,847,0,en,Twitter for Android
